0 2 JOINT_ABS 0 0 0 0 -25.7 -127.5 0 0 0 8 -25.7 -133.7 -7 0 0 0 0 0 0
0 1 LHAND_JNT_CLOSE 0 0 0 0 0 0
0 3 LARM_XYZ_ABS 0.512 -0.011 0.300 160 -90 115
0 3 LARM_XYZ_ABS 0.512 -0.011 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.512 -0.111 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.450 -0.101 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.402 -0.101 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.500 -0.201 0.055 160 -90 115
0 3 LARM_XYZ_ABS 0.589 -0.061 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.512 -0.011 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.397  0.073 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.450  0.081 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.520  0.089 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.612  0.089 0.050 160 -90 115
0 3 LARM_XYZ_ABS 0.612  0.189 0.050 160 -90 115
0 2 JOINT_ABS 0 0 0 0 -25.7 -127.5 0 0 0 8 -25.7 -133.7 -7 0 0 0 0 0 0
